index,mpd_id,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9
1,mp-861724,1.9542977809906006,1.5458800792694092,1.9143033027648926,2.2024545669555664,1.9452297687530518,2.535546064376831,3.383211612701416,1.0973553657531738,3.9047536849975586
2,mp-1183076,1.7172577381134033,0.5682754516601562,1.3438847064971924,4.071375846862793,1.7991969585418701,1.6048333644866943,4.775738716125488,1.2904119491577148,2.0862841606140137
3,mp-1183068,19.257341384887695,1.5153253078460693,2.7483341693878174,3.0167946815490723,1.5101792812347412,4.105737209320068,6.780020236968994,3.1095633506774902,7.650229454040527
4,mp-1183063,1.7576448917388916,0.9237452745437622,2.303410053253174,8.254323959350586,3.420592784881592,4.09173583984375,3.449551582336426,4.314748287200928,8.105393409729004
5,mp-1183086,2.0293548107147217,0.587712287902832,1.3535194396972656,4.5576558113098145,0.9131840467453003,3.0356507301330566,2.8810863494873047,1.5190813541412354,3.9146652221679688
6,mp-862319,0.8749170303344727,0.7481087446212769,1.4751839637756348,7.021843910217285,2.372814655303955,2.418290853500366,6.010788917541504,2.413532257080078,4.777078628540039
7,mp-862786,11.586366653442383,1.0009386539459229,1.658233880996704,8.754959106445312,10.909784317016602,3.104724407196045,3.197707176208496,9.10068416595459,9.728374481201172
8,mp-861883,10.16626262664795,1.4206035137176514,4.489458084106445,8.49572467803955,2.2143056392669678,3.643702507019043,3.3770370483398438,2.3466384410858154,5.91632604598999
9,mp-867122,12.302376747131348,1.2565369606018066,1.2390284538269043,10.317205429077148,15.011451721191406,2.244781970977783,3.638986110687256,7.9550886154174805,22.510292053222656
10,mp-865470,16.713153839111328,0.8408644199371338,2.1096408367156982,8.849053382873535,2.0286638736724854,1.926851511001587,3.7025609016418457,3.0069117546081543,6.672045707702637
11,mp-862683,13.919854164123535,1.0369274616241455,0.8452006578445435,6.649810314178467,2.5314860343933105,3.0601701736450195,3.132129669189453,3.8508405685424805,13.209193229675293
12,mp-1183054,21.230926513671875,3.001506805419922,1.5070300102233887,8.094210624694824,6.9992547035217285,2.7652535438537598,3.678704261779785,7.430192947387695,18.373504638671875
13,mp-867241,3.4248204231262207,1.0216000080108643,2.1354994773864746,5.005068302154541,9.233120918273926,2.974412679672241,3.0925278663635254,8.186040878295898,9.259783744812012
14,mp-861872,3.156306266784668,0.6932265758514404,0.7905683517456055,1.972548246383667,6.757793426513672,2.9208428859710693,2.410878896713257,5.467675685882568,4.1907854080200195
15,mp-1183377,27.321887969970703,2.291562080383301,2.1212196350097656,5.915996551513672,5.070091724395752,4.191309928894043,5.37419319152832,2.308429718017578,7.961068153381348
16,mp-865951,1.067732810974121,1.3275134563446045,1.288142204284668,2.658303737640381,1.910167932510376,4.588546276092529,2.4739248752593994,0.942001223564148,2.9259417057037354
