mpd_id,formula,elements,nsites,nelements,volume,density,density_atomic,deprecated,uncorrected_energy_per_atom,energy_per_atom,formation_energy_per_atom,energy_above_hull,is_stable,equilibrium_reaction_energy_per_atom,band_gap,efermi,is_gap_direct,is_metal,is_magnetic,total_magnetization,total_magnetization_normalized_vol,total_magnetization_normalized_formula_units,num_magnetic_sites,num_unique_magnetic_sites,universal_anisotropy,homogeneous_poisson,theoretical,cbm,vbm,e_total,e_ionic,e_electronic,n,e_ij_max,weighted_surface_energy_EV_PER_ANG2,weighted_surface_energy,weighted_work_function,surface_anisotropy,shape_factor,has_reconstructed
mp-862690,Ac,Ac,4,1,184.545400768621,8.17018178829182,46.1363501921552,False,-68.6374794125,-68.6374794125,0,0,True,0,0,6.1281104,False,True,False,0.0001065,5.77093764225138E-07,0.000026625,0,0,0.086,0.217,True,,,,,,,,,,,,,
mp-861724,Ac2AgIr,"Ac,Ag,Ir",4,3,110.157368786976,11.367264377623,27.539342196744,False,-53.1608325925,-53.1608325925,-0.413285237500005,0.087117584479166,False,,0,6.54635054,False,True,False,0.0000142,1.28906492197178E-07,0.0000142,0,0,2.065,0.4,True,,,,,,,,,,,,,
mp-1183076,Ac2AgPb,"Ac,Ag,Pb",4,3,134.563097198893,9.49047560262492,33.6407742997233,False,-54.2092705625,-54.2092705625,-0.480278042500003,0,True,-0.324611945312497,0,6.13266239,False,True,False,0.9106046,0.006767119804429,0.9106046,0,0,,,True,,,,,,,,,,,,,
mp-1183068,Ac2CdGa,"Ac,Cd,Ga",4,3,128.144910971021,8.24320958661719,32.0362277427552,False,-42.608511865,-42.608511865,-0.402831248749997,0.027136786875004,False,,0,5.12639259,False,True,False,0.0000473,3.69113370492697E-07,0.0000473,0,0,,,True,,,,,,,,,,,,,
mp-1183063,Ac2CdGe,"Ac,Cd,Ge",4,3,125.588956396753,8.44954191431781,31.3972390991883,False,-43.2777895375,-43.2777895375,-0.46480851375,0.05905399421875,False,,0,5.76222364,False,True,False,0.000004,3.18499342200396E-08,0.000004,0,0,,,True,,,,,,,,,,,,,
mp-1183086,Ac2CdHg,"Ac,Cd,Hg",4,3,133.072641278847,9.57097651614529,33.2681603197116,False,-52.12062061,-52.12062061,-0.433682350625005,0,True,-0.053152279125001,0,5.17959558,False,True,False,0.6282017,0.00472074270085,0.6282017,0,0,,,True,,,,,,,,,,,,,
mp-862319,Ac2CdSn,"Ac,Cd,Sn",4,3,135.917611879138,8.37029263624578,33.9794029697844,False,-46.0741865225,-46.0741865225,-0.54265394875,0.074600257102297,False,,0,5.96407139,False,True,False,0.0000194,1.42733526080867E-07,0.0000194,0,0,1.688,0.328,True,,,,,,,,,,,,,
mp-862786,Ac2CuGe,"Ac,Cu,Ge",4,3,113.979079499166,8.59830517904435,28.4947698747915,False,-40.88468443,-40.88468443,-0.386251328749999,0,True,-0.218289318333333,0,6.20896401,False,True,False,0.0010705,9.39207444650255E-06,0.0010705,0,0,0.072,0.344,True,,,,,,,,,,,,,
mp-861883,Ac2CuIr,"Ac,Cu,Ir",4,3,104.095514998837,11.3221899093384,26.0238787497093,False,-50.462575815,-50.462575815,-0.342298746250001,0,True,-0.141675559699997,0,7.14504033,False,True,False,0.0001685,1.6187056666359E-06,0.0001685,0,0,1.567,0.379,True,,,,,,,,,,,,,
mp-867122,Ac2CuSi,"Ac,Cu,Si",4,3,112.356329991021,8.06400869261188,28.0890824977551,False,-39.4950445725,-39.4950445725,-0.271164717499999,0.110748345156245,False,,0,6.76698989,False,True,False,0.0000543,4.83283852403684E-07,0.0000543,0,0,,,True,,,,,,,,,,,,,
mp-865470,Ac2CuSn,"Ac,Cu,Sn",4,3,126.204675428374,8.37154361177584,31.5511688570936,False,-43.5915163675,-43.5915163675,-0.374531716249997,0.142426585000002,False,,0,6.80725945,False,True,False,0.0144557,0.00011454171528,0.0144557,0,0,0,0.367,True,,,,,,,,,,,,,
mp-862683,Ac2GaCu,"Ac,Ga,Cu",4,3,115.894016066485,8.41443890031115,28.9735040166212,False,-40.1785111425,-40.1785111425,-0.287378448749997,0.015807976562498,False,,0,6.23088656,False,True,False,0.0000101,8.71485892266081E-08,0.0000101,0,0,,,True,,,,,,,,,,,,,
mp-1183054,Ac2GaSi,"Ac,Ga,Si",4,3,117.802078280347,7.77829716510881,29.4505195700866,False,-39.7901170125,-39.7901170125,-0.417242170000001,0.221917584374999,False,,0,6.20967477,False,True,False,0.0000075,6.36661093716142E-08,0.0000075,0,0,,,True,,,,,,,,,,,,,
mp-867241,Ac2GePd,"Ac,Ge,Pd",4,3,114.834178291864,9.15425073909615,28.708544572966,False,-44.2522420275,-5.17652197,-0.665207049999995,0,True,-0.389810995312496,0,6.34211032,False,True,False,0.0000011,9.57902966139772E-09,0.0000011,0,0,0.568,0.364,True,,,,,,,,,,,,,
mp-861872,Ac2HgGe,"Ac,Hg,Ge",4,3,124.868213249023,9.67094662430404,31.2170533122558,False,-50.71193587,-50.71193587,-0.583250138125002,0,True,-0.276060311249999,0,5.6623405,False,True,False,0.0000005,4.00422162686717E-09,0.0000005,0,0,0.136,0.358,True,,,,,,,,,,,,,
mp-1183377,Ac2InGa,"Ac,In,Ga",4,3,130.637750613957,8.11650745012556,32.6594376534894,False,-43.330148775,-43.330148775,-0.506067486249996,0,True,-0.010002021484368,0,5.88697277,False,True,False,0.0000022,1.68404614260478E-08,0.0000022,0,0,,,True,,,,,,,,,,,,,
mp-865951,Ac2IrAu,"Ac,Ir,Au",4,3,109.294007443914,12.8107596142288,27.3235018609785,False,-60.7501949925,-60.7501949925,-0.695376886249995,0,True,-0.241873198289468,0,6.8065001,False,True,False,0.0000008,7.31970598123171E-09,0.0000008,0,0,1.905,0.392,True,,,,,,,,,,,,,
mp-866107,Ac2IrPd,"Ac,Ir,Pd",4,3,104.785464496112,11.9270659101291,26.1963661240281,False,-53.8150889025,-53.8150889025,-0.666397431249997,0,True,-0.666397431249997,0,6.92651032,False,True,False,0.0000053,5.05795343417755E-08,0.0000053,0,0,1.639,0.379,True,,,,,,,,,,,,,
mp-1183093,Ac2IrRh,"Ac,Ir,Rh",4,3,101.412767737833,12.2661791475295,25.3531919344582,False,-53.97736874,-53.97736874,-0.534733513749998,0,True,-0.522575631250006,0,7.11146128,False,True,False,0.0008191,8.07689227176499E-06,0.0008191,0,0,,,True,,,,,,,,,,,,,
mp-1183074,Ac2MgGa,"Ac,Mg,Ga",4,3,128.984390213486,7.05528709392244,32.2460975533716,False,-38.489791235,-3.45406927,-0.228840256874998,0,True,-0.021618364583333,0,5.3624553,False,True,False,0.000180999999999,1.40327057948967E-06,0.000180999999999,0,0,,,True,,,,,,,,,,,,,
mp-1183078,Ac2MgPb,"Ac,Mg,Pb",4,3,141.484563079346,8.04545604181043,35.3711407698365,False,-49.790383815,-3.663828115,-0.26746134,0,True,-0.237514378125002,0,6.06368497,False,True,False,0.0000122,8.62284883557094E-08,0.0000122,0,0,,,True,,,,,,,,,,,,,
mp-866103,Ac2MgSn,"Ac,Mg,Sn",4,3,138.108617611512,7.1781670687258,34.527154402878,False,-41.946892825,-3.815515485,-0.344917513749998,0,True,-0.09566065208333,0,6.33678949,False,True,False,0.0000271,1.96222368080101E-07,0.0000271,0,0,3.242,0.319,True,,,,,,,,,,,,,
mp-1183079,Ac2MgTl,"Ac,Mg,Tl",4,3,140.213022327011,8.08505924518792,35.0532555817527,False,-48.928539365,-3.26031833,-0.199245293333332,0,True,-0.062993053124996,0,5.86030696,False,True,False,0.0008679,6.18986728619148E-06,0.0008679,0,0,,,True,,,,,,,,,,,,,
mp-983587,Ac2NiGe,"Ac,Ni,Ge",4,3,110.214253687121,8.81890449891407,27.5535634217801,False,-41.1259443475,-41.1259443475,-0.343780956250007,0.103388868906243,False,,0,6.98621032,False,True,False,0.0000104,9.43616606026642E-08,0.0000104,0,0,2.438,0.386,True,,,,,,,,,,,,,
mp-862849,Ac2NiIr,"Ac,Ni,Ir",4,3,100.331454556653,11.6666429568375,25.0828636391632,False,-50.728706095,-50.728706095,-0.324698736250006,0,True,-0.026322757663045,0,7.17864014,False,True,False,0.0000013,1.29570532565732E-08,0.0000013,0,0,2.139,0.369,True,,,,,,,,,,,,,
mp-11107,Ac2O3,"Ac,O",5,2,91.5112238604632,9.10912986732578,18.3022447720926,False,-34.66575135,-8.354914896,-3.73766829,0,True,-3.73766829,3.5226,4.69645087,False,False,False,0,0,0,0,0,2.519,0.342,False,8.1122,4.5896,,,,,,,,,,,
mp-32800,Ac2S3,"Ac,S",40,2,1118.40785200705,6.53514933829152,27.9601963001762,False,-34.76847769475,-34.76847769475,-2.4930635934375,0,True,-2.49306359343749,2.2962,5.79182041,False,False,False,0,0,0,0,0,,,True,7.0976,4.8014,,,,,,,,,,,
mp-862698,Ac2SiAu,"Ac,Si,Au",4,3,117.746918269849,9.57640764954777,29.4367295674623,False,-49.799923195,-49.799923195,-0.641502302500001,0.087466920961524,False,,0,6.73987775,False,True,False,0.643123999999999,0.005461917895176,0.643123999999999,0,0,0.283,0.365,True,,,,,,,,,,,,,
mp-983586,Ac2SiHg,"Ac,Si,Hg",4,3,123.048997762253,9.21266615881727,30.7622494405632,False,-49.3155878675,-49.3155878675,-0.461455381875005,0.053580626444428,False,,0,6.17861374,False,True,False,0.000006,4.87610635528524E-08,0.000006,0,0,0.128,0.349,True,,,,,,,,,,,,,
mp-865855,Ac2SiPd,"Ac,Si,Pd",4,3,113.497144700028,8.61022870876441,28.3742861750069,False,-42.854774485,-42.854774485,-0.602480227500002,0,True,-0.064176009166665,0,6.92562069,False,True,False,0.0000015,1.32161915082929E-08,0.0000015,0,0,0.462,0.363,True,,,,,,,,,,,,,
mp-864795,Ac2SnHg,"Ac,Sn,Hg",4,3,134.688123644117,9.53383880819897,33.6720309110292,False,-53.49304307,-53.49304307,-0.645805788125002,0.037804611590921,False,,0,6.24626526,False,True,False,0.000034,2.52435026044593E-07,0.000034,0,0,0.936,0.342,True,,,,,,,,,,,,,
mp-1183072,Ac2TlCd,"Ac,Tl,Cd",4,3,138.274214467424,9.25649118595525,34.5685536168561,False,-53.046825155,-53.046825155,-0.407012381249998,0,True,-0.178471888750003,0,5.64212348,False,True,False,0.9829102,0.007108412828709,0.9829102,0,0,,,True,,,,,,,,,,,,,
mp-1183073,Ac2TlIn,"Ac,Tl,In",4,3,139.701485826273,9.19053192170446,34.9253714565683,False,-53.77145591,-53.77145591,-0.513242463749996,0,True,-0.238665068472222,0,6.45720279,False,True,False,0.0000139,9.94978680275845E-08,0.0000139,0,0,,,True,,,,,,,,,,,,,
mp-1183070,Ac2TlSn,"Ac,Tl,Sn",4,3,139.092389479244,9.27724218323011,34.773097369811,False,-54.3702524325,-54.3702524325,-0.570140636250002,0,True,-0.054832681111108,0,6.86884609,False,True,False,0.0000103,7.40514994282776E-08,0.0000103,0,0,,,True,,,,,,,,,,,,,
mp-1183066,Ac2ZnAu,"Ac,Zn,Au",4,3,118.711841004,10.0206483921197,29.6779602509999,False,-49.7350808275,-49.7350808275,-0.542450432499997,0.008908270597764,False,,0,5.93948829,False,True,False,0.0000014,1.17932633186341E-08,0.0000014,0,0,,,True,,,,,,,,,,,,,
mp-865535,Ac2ZnGa,"Ac,Zn,Ga",4,3,119.987690931734,8.1531421580633,29.9969227329335,False,-39.7853320625,-39.7853320625,-0.378247717499995,0.004478638281256,False,,0,5.35114424,False,True,False,0.0004701,3.91790188101427E-06,0.0004701,0,0,,,True,,,,,,,,,,,,,
mp-866018,Ac2ZnGe,"Ac,Zn,Ge",4,3,117.916351312528,8.33743991311076,29.479087828132,False,-40.4714328775,-40.4714328775,-0.457048125,0,True,-0.039071723437501,0,5.6414825,False,True,False,0.0000413,3.5024828652082E-07,0.0000413,0,0,0.177,0.306,True,,,,,,,,,,,,,
mp-1183067,Ac2ZnHg,"Ac,Zn,Hg",4,3,125.816333236809,9.50263321664783,31.4540833092022,False,-49.272807545,-49.272807545,-0.384465556874999,0,True,-0.125994013697912,0,5.34587052,False,True,False,0.007783999999999,6.18679610170256E-05,0.007783999999999,0,0,,,True,,,,,,,,,,,,,
mp-1183106,Ac2ZnIn,"Ac,Zn,In",4,3,130.639094530244,8.06158917726351,32.659773632561,False,-42.576899435,-42.576899435,-0.385861482499997,0,True,-0.023071180812493,0,5.90070163,False,True,False,0.00202,1.54624464235884E-05,0.00202,0,0,,,True,,,,,,,,,,,,,
mp-865398,Ac2ZnIr,"Ac,Zn,Ir",4,3,108.203007518597,10.9209790088801,27.0507518796492,False,-50.050341955,-50.050341955,-0.414113234999995,0.029086866796873,False,,0,6.73338084,False,True,False,0.0000004,3.69675491627396E-09,0.0000004,0,0,,,True,,,,,,,,,,,,,
mp-866289,Ac2ZnSi,"Ac,Zn,Si",4,3,115.889917278799,7.84482401356371,28.9724793196997,False,-39.0839949575,-39.0839949575,-0.344163451250004,0.111053604531242,False,,0,6.23920525,False,True,False,0.000004,3.45155134624621E-08,0.000004,0,0,0.114,0.289,True,,,,,,,,,,,,,
mp-1183061,Ac2ZnSn,"Ac,Zn,Sn",4,3,129.372288541496,8.19048298971577,32.343072135374,False,-43.22475787,-43.22475787,-0.491821567499997,0.104676664218757,False,,0,6.17113627,False,True,False,0.0000035,2.70537070918195E-08,0.0000035,0,0,,,True,,,,,,,,,,,,,
mp-985305,Ac3In,"Ac,In",8,2,309.226330681269,8.54705274283764,38.6532913351586,False,-57.372981195,-57.372981195,-0.250224040624999,0,True,-0.066654405416663,0,6.5213184,False,True,False,1.6420447,0.005310171020631,0.82102235,0,0,,,True,6.5162,6.5384,,,,,,,,,,,
mp-861939,Ac3Sn,"Ac,Sn",4,2,150.326147050652,8.83379054811559,37.5815367626631,False,-58.0463753275,-58.0463753275,-0.381719823125003,0.115386579999999,False,,0,6.8008984,False,True,False,0.0004455,2.96355629902421E-06,0.0004455,0,0,0.487,0.254,True,,,,,,,,,,,,,
mp-985506,Ac3Tl,"Ac,Tl",8,2,309.225188895537,9.50901550948296,38.6531486119421,False,-64.9367496725,-64.9367496725,-0.163813968124998,0,True,-0.163813968124998,0,6.53301628,False,True,False,0.0031991,1.0345534952784E-05,0.00159955,0,0,,,True,,,,,,,,,,,,,
mp-866199,AcAg,"Ac,Ag",2,2,61.5293749981349,9.03733750389757,30.7646874990675,False,-45.26783526,-45.26783526,-0.271156981250001,0,True,-0.137572686666658,0,5.49753568,False,True,False,0.0000006,9.75143986133757E-09,0.0000006,0,0,0.277,0.334,True,,,,,,,,,,,,,
mp-1183065,AcAg2Pb,"Ac,Ag,Pb",4,3,104.415137781072,10.3360949948485,26.1037844452681,False,-42.2199241475,-42.2199241475,-0.311332194375005,0,True,-0.071193173124996,0,5.49052113,False,True,False,0.0000024,2.29851729452495E-08,0.0000024,0,0,,,True,,,,,,,,,,,,,
mp-862890,AcAg2Sn,"Ac,Ag,Sn",4,3,100.8440749559,9.24500206293362,25.2110187389751,False,-34.380426295,-34.380426295,-0.356571924374996,0.044957207812501,False,,0,5.74791997,False,True,False,0.000001,9.91629900355878E-09,0.000001,0,0,0.005,0.417,True,,,,,,,,,,,,,
mp-865950,AcAg3,"Ac,Ag",8,2,201.174284699916,9.08963538668467,25.1467855874895,False,-33.37665415375,-33.37665415375,-0.200376441875,0,True,-0.064797951250007,0,4.26833288,False,True,False,0,0,0,0,0,,,True,,,,,,,,,,,,,
mp-862972,AcAgAu2,"Ac,Ag,Au",4,3,97.537641796672,12.4075492419855,24.384410449168,False,-48.39310111,-48.39310111,-0.602281895625004,0.023172729999998,False,,0,5.31221183,False,True,False,0.0000036,3.69088275427511E-08,0.0000036,0,0,-5.036,-0.374,True,,,,,,,,,,,,,
mp-867311,AcAgTe2,"Ac,Ag,Te",4,3,122.51840622789,7.99742118939915,30.6296015569726,False,-36.20318308,-36.20318308,-0.996231785625006,0.253250824062497,False,,0.079399999999999,6.03109649,False,False,False,0,0,0,0,0,,,True,6.0755,5.9961,,,,,,,,,,,
mp-862617,AcAl3,"Ac,Al",8,2,196.303325153552,5.20983599727653,24.537915644194,False,-22.61735934875,-22.61735934875,-0.408915748125,0,True,-0.08384918609375,0,6.1581368,False,True,False,0.0000001,5.0941572141877E-10,0.00000005,0,0,1.081,0.252,True,,,,,,,,,,,,,
mp-1183115,AcAlO3,"Ac,Al,O",5,3,57.4514132376898,8.72823008186665,11.490282647538,False,-22.290604876,-8.232146192,-3.6900194215,0,True,-0.107909772500002,4.1024,6.94886555,True,False,False,0,0,0,0,0,,,True,10.906,6.8036,,,,,,,,,,,
mp-867838,AcAu3,"Ac,Au",8,2,194.648407543269,13.9549501912291,24.3310509429086,False,-55.86938191125,-55.86938191125,-0.771291945625002,0,True,-0.121669364732149,0,5.4336008,False,True,False,0,0,0,0,0,0.384,0.362,True,,,,,,,,,,,,,
mp-866016,AcBiAu2,"Ac,Bi,Au",4,3,105.47740429917,13.065394061466,26.3693510747925,False,-57.78125779,-57.78125779,-0.703839425624998,0.093092230624996,False,,0,6.17280201,False,True,False,0.0000002,1.89614070737588E-09,0.0000002,0,0,,,True,,,,,,,,,,,,,
mp-27972,AcBr3,"Ac,Br",8,2,272.928946652575,5.67908621167653,34.1161183315719,False,-29.50173993625,-4.75252281625,-2.494519163125,0,True,-2.494519163125,4.1033,1.17633386,False,False,False,0,0,0,0,0,0.597,0.276,False,5.1408,1.0375,,,,,,,,,,,
mp-30274,AcBrO,"Ac,Br,O",6,3,140.139409832443,7.65229011709218,23.3565683054071,False,-32.612307685,-6.96488014666667,-3.39618596416667,0,True,-0.211028397222224,4.241,3.29984923,True,False,False,0,0,0,0,0,,,False,7.4418,3.2008,,,,,,,,,,,
mp-867890,AcCd3,"Ac,Cd",8,2,225.426165975117,8.31253049185373,28.1782707468896,False,-32.5396770125,-32.5396770125,-0.301566391874999,0.026777197685177,False,,0,3.55186891,False,True,False,0,0,0,0,0,,,True,,,,,,,,,,,,,
mp-1183071,AcCdAu2,"Ac,Cd,Au",4,3,99.6501171724957,12.2202223636442,24.9125292931239,False,-48.1432343475,-48.1432343475,-0.665137496874997,0.014088140833365,False,,0,5.075834,False,True,False,0.000114999999999,1.15403778001519E-06,0.000114999999999,0,0,,,True,,,,,,,,,,,,,
mp-864644,AcCdHg2,"Ac,Cd,Hg",4,3,108.899470658371,11.2928031737667,27.2248676645927,False,-47.335740875,-47.335740875,-0.466220838124996,0,True,-0.02996343117347,0,3.96715476,False,True,False,0.0000067,6.15246333108322E-08,0.0000067,0,0,,,True,,,,,,,,,,,,,
mp-861880,AcCdRh2,"Ac,Cd,Rh",4,3,82.2235421742051,11.0109879364187,20.5558855435513,False,-34.60775227,-34.60775227,-0.354021179374996,0,True,-0.14098451107143,0,6.0006458,False,True,False,0.000036,4.37830809134051E-07,0.000036,0,0,0.12,0.368,True,,,,,,,,,,,,,
mp-27971,AcCl3,"Ac,Cl",8,2,234.337107845575,4.72443863280496,29.2921384806969,False,-24.56179332375,-24.56179332375,-2.7880942975,0,True,-2.7880942975,5.0865,1.14865298,False,False,False,0,0,0,0,0,0.522,0.272,False,6.1773,1.0908,,,,,,,,,,,
mp-30273,AcClO,"Ac,Cl,O",6,3,129.2132031527,7.15687061549126,21.5355338587833,False,-30.4078761983333,-7.22564857333334,-3.5864223025,0,True,-0.202986930000003,4.4451,3.60673575,False,False,False,0,0,0,0,0,0.581,0.291,False,7.9785,3.5334,,,,,,,,,,,
mp-866101,AcCrO3,"Ac,Cr,O",5,3,61.3628450402608,8.84878804672862,12.2725690080522,False,-23.490432834,-8.862593228,-3.1389721295,0,True,-0.086844100000005,2.0031,6.3647368,False,False,True,2.9999997,0.048889514461587,2.9999997,1,1,,,True,8.2567,6.2536,,,,,,,,,,,
mp-1183114,AcCu3,"Ac,Cu",8,2,161.802986639944,8.5722053603365,20.225373329993,False,-25.3540225475,-25.3540225475,-0.059555694374999,0,True,-0.059555694374999,0,6.260029,False,True,False,0,0,0,0,0,,,True,,,,,,,,,,,,,
mp-864606,AcCuO3,"Ac,Cu,O",5,3,59.9293866568102,9.38047093807459,11.985877331362,False,-21.77759866,-7.035745362,-2.4228924235,0,True,-0.128119529375003,0,6.21128354,False,True,False,0.0000016,2.66980873534133E-08,0.0000016,0,0,0.011,0.286,True,,,,,,,,,,,,,
mp-1006278,AcEuAu2,"Ac,Eu,Au",4,3,111.260738534763,11.5352990553027,27.8151846336908,False,-52.9376154225,-6.0191299675,-0.779867236875,0,True,-0.147544560833331,0,4.88702269,False,True,True,7.4132046,0.066629115513948,7.4132046,1,1,,,True,,,,,,,,,,,,,
mp-1183124,AcEuZn2,"Ac,Eu,Zn",4,3,112.820832456724,7.50316149966529,28.205208114181,False,-31.512891575,-4.4938894375,-0.261695901874999,0,True,-0.036663826874997,0,3.86459386,False,True,True,7.0232003,0.062250917202671,7.0232003,1,1,,,True,,,,,,,,,,,,,
mp-985278,AcF3,"Ac,F",4,2,53.6272171786424,8.79376490294315,13.4068042946606,False,-23.971878285,-23.971878285,-4.467987469375,0,True,-4.467987469375,6.0693,3.0310091,False,False,False,0.045430899999999,0.000847161243677,0.045430899999999,0,0,6.711,0.364,True,8.9504,2.8811,,,,,,,,,,,
mp-861502,AcFeO3,"Ac,Fe,O",5,3,61.7973106325867,8.8899994659195,12.3594621265173,False,-22.934681444,-8.258555312,-2.7715394655,0,True,-0.049159644000003,0.988799999999999,6.50904465,False,False,True,4.2542759,0.068842411691564,4.2542759,1,1,,,True,7.4875,6.4987,,,,,,,,,,,
mp-867815,AcGa3,"Ac,Ga",8,2,187.853160290966,7.71108309296499,23.4816450363708,False,-26.3373816825,-26.3373816825,-0.595929866874999,0.026944765000006,False,,0,4.70422849,False,True,False,0,0,0,0,0,0.232,0.236,True,,,,,,,,,,,,,
mp-1183053,AcGaO3,"Ac,Ga,O",5,3,61.4550782933074,9.31449500321555,12.2910156586615,False,-22.577488406,-7.461883426,-3.063252617,0,True,-0.059920137500002,2.8959,5.47693479,False,False,False,0,0,0,0,0,,,True,8.1819,5.286,,,,,,,,,,,
mp-861884,AcGaTe2,"Ac,Ga,Te",4,3,127.622953545875,7.18122937756361,31.9057383864687,False,-33.8003172675,-33.8003172675,-1.071641271875,0.237129177708332,False,,0.490999999999999,5.75964384,False,False,False,0,0,0,0,0,0.805,0.344,True,6.1732,5.6822,,,,,,,,,,,
mp-862665,AcGe3,"Ac,Ge",8,2,188.025663119808,7.85857663526399,23.503207889976,False,-28.007683375,-28.007683375,-0.444330336874998,0,True,-0.444330336874998,0,5.46716119,False,True,False,0,0,0,0,0,,,True,,,,,,,,,,,,,
mp-24147,AcH2,"Ac,H",3,2,51.7743755094275,7.34513573307188,17.2581251698092,False,-25.86690167,-25.86690167,-0.684333598333334,0,True,-0.02502517472222,0,5.44444617,False,True,False,0.0000145,2.80061321016991E-07,0.0000145,0,0,0.835,0.259,False,,,,,,,,,,,,,
mp-861605,AcH3,"Ac,H",4,2,49.0657160667506,7.78473382185904,12.2664290166877,False,-20.422506185,-20.422506185,-0.671802030937499,0,True,-0.115510548515622,0.640699999999999,6.59472466,False,False,False,0,0,0,0,0,12.983,0.303,True,6.9559,6.3152,,,,,,,,,,,
mp-862289,AcHg3,"Ac,Hg",8,2,223.931186848148,12.291320218468,27.9913983560184,False,-54.66246388875,-54.66246388875,-0.477239143749997,0,True,-0.477239143749997,0,4.23325819,False,True,False,0.0000002,8.93131514261228E-10,0.0000001,0,0,0.094,0.373,True,,,,,,,,,,,,,
mp-1183060,AcHgRh2,"Ac,Hg,Rh",4,3,82.3535953605344,12.7715991113552,20.5883988401336,False,-41.8911254025,-41.8911254025,-0.321689603750002,0,True,-0.162609889166667,0,6.11043749,False,True,False,0.0000031,3.76425581230372E-08,0.0000031,0,0,,,True,,,,,,,,,,,,,
mp-1183055,AcHgTe2,"Ac,Hg,Te",4,3,129.557873039025,8.7512973367685,32.3894682597563,False,-43.198128175,-43.198128175,-0.988194536250006,0.261288073437498,False,,0,5.4159082,False,True,False,0.0000258,1.9913880488165E-07,0.0000258,0,0,,,True,,,,,,,,,,,,,
mp-861867,AcI3,"Ac,I",8,2,465.6364161794,4.33441983288912,58.204552022425,False,-37.3071746825,-3.97430641625,-1.801003203125,0,True,-1.801003203125,2.5892,-0.21485256,False,False,False,0,0,0,0,0,17.93,0.23,True,2.2729,-0.3163,,,,,,,,,,,
mp-867297,AcIn3,"Ac,In",8,2,233.847893248482,8.11571726033497,29.2309866560602,False,-34.64402154375,-34.64402154375,-0.550708905625001,0,True,-0.467300892083336,0,7.29790752,False,True,False,0.0000007,2.99339878703203E-09,0.00000035,0,0,,,True,,,,,,,,,,,,,
mp-1183121,AcInAg2,"Ac,In,Ag",4,3,100.865441597241,9.17897000492636,25.2163603993102,False,-33.80915035,-33.80915035,-0.327194329374997,0.019408126874985,False,,0,5.50330159,False,True,False,0.0000036,3.56911142507553E-08,0.0000036,0,0,,,True,,,,,,,,,,,,,
mp-862860,AcInAu2,"Ac,In,Au",4,3,100.929076205377,12.1049706772142,25.2322690513443,False,-48.8091916975,-48.8091916975,-0.712694174374995,0.031915724351819,False,,0,6.08245257,False,True,False,0.0000185,1.83297030900739E-07,0.0000185,0,0,-5.327,0.542,True,,,,,,,,,,,,,
mp-867321,AcInHg2,"Ac,In,Hg",4,3,111.487610632159,11.0664960744058,27.8719026580398,False,-47.998532985,-47.998532985,-0.510612275624993,0,True,-0.00888321124998,0,5.48292381,False,True,False,0.0000001,8.96960652694754E-10,0.0000001,0,0,,,True,,,,,,,,,,,,,
mp-861460,AcInTe2,"Ac,In,Te",4,3,133.100509565483,7.44829389233603,33.2751273913707,False,-36.6776517175,-36.6776517175,-1.165022114375,0.148074160729173,False,,0.3799,6.61702776,False,False,False,0,0,0,0,0,0.056,0.314,True,6.9279,6.548,,,,,,,,,,,
mp-1183118,AcLaCd2,"Ac,La,Cd",4,3,128.272145285046,7.64722566593836,32.0680363212615,False,-34.998514475,-3.01921232,-0.274911696875,0,True,-0.019540325625001,0,5.2560137,False,True,False,0.7053009,0.005498472785597,0.7053009,0,0,,,True,,,,,,,,,,,,,
mp-866286,AcMg,"Ac,Mg",2,2,70.3899945167807,5.92842452960314,35.1949972583903,False,-36.487085195,-2.935716435,-0.059893923749996,0,True,-0.038398095999996,0,4.94483699,False,True,False,0.0000059,8.38187307798904E-08,0.0000059,0,0,1.74,0.239,True,,,,,,,,,,,,,
mp-984785,AcMg3,"Ac,Mg",4,2,114.101995303002,4.36469645282561,28.5254988257506,False,-20.349167545,-2.2846941425,-0.031547879375001,0.010295386249998,False,,0,4.27905815,False,True,False,0.0000013,1.13933152224709E-08,0.0000013,0,0,0.745,0.281,True,,,,,,,,,,,,,
mp-864996,AcMg5,"Ac,Mg",6,2,163.777009531173,3.53370341688043,27.2961682551955,False,-14.999996165,-2.07983980833333,-0.034252294583332,0.001574085000001,False,,0,3.93109596,False,True,False,0.0000005,3.05293155267212E-09,0.0000005,0,0,,,True,,,,,,,,,,,,,
mp-865979,AcMgCd2,"Ac,Mg,Cd",4,3,110.980513823973,7.12402075752759,27.7451284559931,False,-28.5460876825,-2.156332115,-0.238415764375,0,True,-0.062551562083334,0,4.11290631,False,True,False,0.0000036,3.24381269824539E-08,0.0000036,0,0,0.056,0.35,True,,,,,,,,,,,,,
mp-866225,AcMgHg2,"Ac,Mg,Hg",4,3,109.386269027112,9.90505337193607,27.346567256778,False,-43.369903895,-2.01472944,-0.421982165625006,0,True,-0.133480034583338,0,4.51694591,False,True,False,0.0000012,1.09702982894734E-08,0.0000012,0,0,0.013,0.372,True,,,,,,,,,,,,,
