train_Total_Loss,train_MAE,train_RMSE,epoch,step
2.0187058448791504,1.420811653137207,1.420811653137207,0,0
1.034724473953247,1.017214059829712,1.017214059829712,1,1
0.39401698112487793,0.6277077198028564,0.6277077198028564,2,2
0.07844778895378113,0.28008532524108887,0.28008532524108887,3,3
0.0004978752112947404,0.02231311798095703,0.02231311798095703,4,4
0.029725540429353714,0.1724109649658203,0.1724109649658203,5,5
0.049289822578430176,0.22201311588287354,0.22201311588287354,6,6
0.002595373196527362,0.05094480514526367,0.05094480514526367,7,7
0.03686872869729996,0.19201231002807617,0.19201231002807617,8,8
0.008397233672440052,0.09163641929626465,0.09163641929626465,9,9
0.029849357903003693,0.1727696657180786,0.1727696657180786,10,10
0.00029184683808125556,0.01708352565765381,0.01708352565765381,11,11
0.01742229238152504,0.13199353218078613,0.13199353218078613,12,12
0.009378798305988312,0.09684419631958008,0.09684419631958008,13,13
0.0013400133466348052,0.03660619258880615,0.03660619258880615,14,14
0.014048549346625805,0.11852657794952393,0.11852657794952393,15,15
0.007325771264731884,0.08559072017669678,0.08559072017669678,16,16
0.0001134766498580575,0.010652542114257812,0.010652542114257812,17,17
0.0069765555672347546,0.08352577686309814,0.08352577686309814,18,18
0.006428132764995098,0.08017563819885254,0.08017563819885254,19,19
0.0002883019333239645,0.016979455947875977,0.016979455947875977,20,20
0.002688134089112282,0.051847219467163086,0.051847219467163086,21,21
0.005891867913305759,0.0767585039138794,0.0767585039138794,22,22
0.002258822787553072,0.04752707481384277,0.04752707481384277,23,23
8.307635289384052e-05,0.009114623069763184,0.009114623069763184,24,24
0.0028005752246826887,0.05292046070098877,0.05292046070098877,25,25
0.003312696935608983,0.05755603313446045,0.05755603313446045,26,26
0.0006562491762451828,0.025617361068725586,0.025617361068725586,27,27
0.000346478569554165,0.01861393451690674,0.01861393451690674,28,28
0.002207010518759489,0.04697883129119873,0.04697883129119873,29,29
0.0019788704812526703,0.044484496116638184,0.044484496116638184,30,30
0.00026538188103586435,0.01629054546356201,0.01629054546356201,31,31
0.00033737486228346825,0.018367767333984375,0.018367767333984375,32,32
0.0014864992117509246,0.038555145263671875,0.038555145263671875,33,33
0.0011532400967553258,0.033959388732910156,0.033959388732910156,34,34
0.00010159878729609773,0.010079622268676758,0.010079622268676758,35,35
0.00029399729100987315,0.01714634895324707,0.01714634895324707,36,36
0.001016746275126934,0.03188645839691162,0.03188645839691162,37,37
0.0007387370569631457,0.027179718017578125,0.027179718017578125,38,38
5.783899177913554e-05,0.007605195045471191,0.007605195045471191,39,39
0.0002077585959341377,0.014413833618164062,0.014413833618164062,40,40
0.0006747929728589952,0.02597677707672119,0.02597677707672119,41,41
0.00045309425331652164,0.0212860107421875,0.0212860107421875,42,42
2.1958576326142065e-05,0.00468599796295166,0.00468599796295166,43,43
0.00016860070172697306,0.012984633445739746,0.012984633445739746,44,44
0.00046006342745386064,0.02144908905029297,0.02144908905029297,45,45
0.0002804459654726088,0.01674652099609375,0.01674652099609375,46,46
7.703015398874413e-06,0.002775430679321289,0.002775430679321289,47,47
0.00013290613424032927,0.011528491973876953,0.011528491973876953,48,48
0.00031112314900383353,0.017638683319091797,0.017638683319091797,49,49
0.00015886678011156619,0.012604236602783203,0.012604236602783203,50,50
2.4794144337647595e-07,0.0004979372024536133,0.0004979372024536133,51,51
0.00011518723476910964,0.010732531547546387,0.010732531547546387,52,52
0.000208587633096613,0.0144425630569458,0.0144425630569458,53,53
8.287221135105938e-05,0.00910341739654541,0.00910341739654541,54,54
1.609712512617989e-06,0.0012687444686889648,0.0012687444686889648,55,55
