train_Total_Loss,train_MAE,train_RMSE,epoch,step
1.6346746683120728,1.2785439491271973,1.2785439491271973,0,0
0.9712653160095215,0.9855279326438904,0.9855279326438904,1,1
0.6221984624862671,0.7887955904006958,0.7887955904006958,2,2
0.336887389421463,0.5804200172424316,0.5804200172424316,3,3
0.10417308658361435,0.3227585554122925,0.3227585554122925,4,4
0.001690241158939898,0.041112542152404785,0.041112542152404785,5,5
0.03572055324912071,0.18899881839752197,0.18899881839752197,6,6
0.054588187485933304,0.2336411476135254,0.2336411476135254,7,7
8.033370249904692e-06,0.002834320068359375,0.002834320068359375,8,8
0.03963886946439743,0.19909512996673584,0.19909512996673584,9,9
0.0021347408182919025,0.04620325565338135,0.04620325565338135,10,10
0.01352305244654417,0.11628866195678711,0.11628866195678711,11,11
0.017180411145091057,0.13107407093048096,0.13107407093048096,12,12
0.0014960007974877954,0.03867816925048828,0.03867816925048828,13,13
0.005525281652808189,0.07433223724365234,0.07433223724365234,14,14
0.014677499420940876,0.12115073204040527,0.12115073204040527,15,15
0.006558233872056007,0.08098292350769043,0.08098292350769043,16,16
5.34522655470937e-07,0.0007311105728149414,0.0007311105728149414,17,17
0.005235681775957346,0.07235801219940186,0.07235801219940186,18,18
0.009168856777250767,0.09575414657592773,0.09575414657592773,19,19
0.004401260521262884,0.06634199619293213,0.06634199619293213,20,20
3.839216515189037e-05,0.006196141242980957,0.006196141242980957,21,21
0.0025906867813318968,0.05089879035949707,0.05089879035949707,22,22
0.005624703131616116,0.07499802112579346,0.07499802112579346,23,23
0.0033414389472454786,0.05780518054962158,0.05780518054962158,24,24
0.00019912151037715375,0.014111042022705078,0.014111042022705078,25,25
0.0009852242656052113,0.031388282775878906,0.031388282775878906,26,26
0.0032311449758708477,0.05684316158294678,0.05684316158294678,27,27
0.002779380651190877,0.052719831466674805,0.052719831466674805,28,28
0.000595807796344161,0.024409174919128418,0.024409174919128418,29,29
0.00015493373211938888,0.012447237968444824,0.012447237968444824,30,30
0.001587053295224905,0.03983783721923828,0.03983783721923828,31,31
0.00211293064057827,0.04596662521362305,0.04596662521362305,32,32
0.0009174412116408348,0.030289292335510254,0.030289292335510254,33,33
4.844229806622025e-06,0.0022009611129760742,0.0022009611129760742,34,34
0.0005850844318047166,0.024188518524169922,0.024188518524169922,35,35
0.0013489477569237351,0.03672802448272705,0.03672802448272705,36,36
0.0009542208281345665,0.030890464782714844,0.030890464782714844,37,37
0.00012588524259626865,0.01121985912322998,0.01121985912322998,38,38
0.00013835079153068364,0.011762261390686035,0.011762261390686035,39,39
0.0007296541007235646,0.027012109756469727,0.027012109756469727,40,40
0.0007935281610116363,0.028169631958007812,0.028169631958007812,41,41
0.0002572537923697382,0.016039133071899414,0.016039133071899414,42,42
6.272359769354807e-06,0.0025044679641723633,0.0025044679641723633,43,43
0.00032825415837578475,0.018117785453796387,0.018117785453796387,44,44
0.0005548230838030577,0.023554682731628418,0.023554682731628418,45,45
0.00029282111790962517,0.017112016677856445,0.017112016677856445,46,46
9.119250535150059e-06,0.0030198097229003906,0.0030198097229003906,47,47
0.000124921411043033,0.011176824569702148,0.011176824569702148,48,48
0.00034539654734544456,0.018584847450256348,0.018584847450256348,49,49
0.00026374924345873296,0.016240358352661133,0.016240358352661133,50,50
3.8001686334609985e-05,0.00616455078125,0.00616455078125,51,51
3.6189579986967146e-05,0.006015777587890625,0.006015777587890625,52,52
0.00019755346875172108,0.014055371284484863,0.014055371284484863,53,53
0.00020369947014842182,0.014272332191467285,0.014272332191467285,54,54
5.274864088278264e-05,0.007262825965881348,0.007262825965881348,55,55
7.584367267554626e-06,0.0027539730072021484,0.0027539730072021484,56,56
0.00010839190508704633,0.01041114330291748,0.01041114330291748,57,57
0.00014472677139565349,0.012030243873596191,0.012030243873596191,58,58
5.374026659410447e-05,0.007330775260925293,0.007330775260925293,59,59
5.066573294243426e-07,0.0007117986679077148,0.0007117986679077148,60,60
5.820766091346741e-05,0.00762939453125,0.00762939453125,61,61
9.785140719031915e-05,0.009891986846923828,0.009891986846923828,62,62
4.5159289584262297e-05,0.006720066070556641,0.006720066070556641,63,63
8.488336789014284e-08,0.0002913475036621094,0.0002913475036621094,64,64
3.221462247893214e-05,0.005675792694091797,0.005675792694091797,65,65
6.470025255111977e-05,0.008043646812438965,0.008043646812438965,66,66
3.449591531534679e-05,0.005873322486877441,0.005873322486877441,67,67
5.473230544339458e-07,0.0007398128509521484,0.0007398128509521484,68,68
1.8582368284114636e-05,0.004310727119445801,0.004310727119445801,69,69
4.259014531271532e-05,0.0065261125564575195,0.0065261125564575195,70,70
2.4382730771321803e-05,0.004937887191772461,0.004937887191772461,71,71
5.981937647447921e-07,0.0007734298706054688,0.0007734298706054688,72,72
1.1692291081999429e-05,0.0034193992614746094,0.0034193992614746094,73,73
2.8165080948383547e-05,0.0053070783615112305,0.0053070783615112305,74,74
1.6371748642995954e-05,0.004046201705932617,0.004046201705932617,75,75
3.970768034378125e-07,0.0006301403045654297,0.0006301403045654297,76,76
7.932998414617032e-06,0.0028165578842163086,0.0028165578842163086,77,77
1.8767825167742558e-05,0.004332184791564941,0.004332184791564941,78,78
1.0407346053398214e-05,0.003226041793823242,0.003226041793823242,79,79
1.4011334315000568e-07,0.0003743171691894531,0.0003743171691894531,80,80
5.850959496456198e-06,0.0024188756942749023,0.0024188756942749023,81,81
1.256058931176085e-05,0.0035440921783447266,0.0035440921783447266,82,82
6.2687777244718745e-06,0.0025037527084350586,0.0025037527084350586,83,83
1.0388490068180545e-08,0.00010192394256591797,0.00010192394256591797,84,84
4.532972525339574e-06,0.002129077911376953,0.002129077911376953,85,85
8.363074812223203e-06,0.0028918981552124023,0.0028918981552124023,86,86
3.493914846330881e-06,0.00186920166015625,0.00186920166015625,87,87
2.698476464502164e-08,0.00016427040100097656,0.00016427040100097656,88,88
3.621626319727511e-06,0.0019030570983886719,0.0019030570983886719,89,89
5.458684881887166e-06,0.0023363828659057617,0.0023363828659057617,90,90
1.7581829752089106e-06,0.0013259649276733398,0.0013259649276733398,91,91
1.4954844118619803e-07,0.0003867149353027344,0.0003867149353027344,92,92
2.891770009227912e-06,0.0017005205154418945,0.0017005205154418945,93,93
3.4357783533778274e-06,0.0018535852432250977,0.0018535852432250977,94,94
7.416101652779616e-07,0.0008611679077148438,0.0008611679077148438,95,95
3.1512115583609557e-07,0.0005613565444946289,0.0005613565444946289,96,96
2.2550411813426763e-06,0.0015016794204711914,0.0015016794204711914,97,97
2.034443468801328e-06,0.0014263391494750977,0.0014263391494750977,98,98
2.2760110596209415e-07,0.00047707557678222656,0.00047707557678222656,99,99
4.560579327517189e-07,0.0006753206253051758,0.0006753206253051758,100,100
1.6794194834801601e-06,0.001295924186706543,0.001295924186706543,101,101
1.0979888429574203e-06,0.0010478496551513672,0.0010478496551513672,102,102
2.8252600259293104e-08,0.00016808509826660156,0.00016808509826660156,103,103
5.350457286112942e-07,0.0007314682006835938,0.0007314682006835938,104,104
1.172924498860084e-06,0.0010830163955688477,0.0010830163955688477,105,105
5.144938768353313e-07,0.0007172822952270508,0.0007172822952270508,106,106
4.4089034645367065e-09,6.639957427978516e-05,6.639957427978516e-05,107,107
