index,mpd_id,res_1,res_2,res_3,res_4,res_5,res_6,res_7,res_8,res_9
1,mp-861724,0.4697531461715698,1.7404513359069824,2.34792423248291,0.6347638368606567,1.041546106338501,1.7355873584747314,1.6142103672027588,1.4295425415039062,1.9598112106323242
2,mp-1183076,0.5558028221130371,1.7276675701141357,2.0810303688049316,0.31856727600097656,0.7247769832611084,1.3061373233795166,1.6000964641571045,1.375514268875122,2.1509461402893066
3,mp-1183068,4.6071553230285645,1.7440595626831055,4.007625579833984,0.5085084438323975,0.8511673212051392,4.199550628662109,1.941063642501831,1.8669705390930176,2.4875974655151367
4,mp-1183063,1.691237449645996,1.7416987419128418,3.743711471557617,0.8612469434738159,0.9705342054367065,4.516136169433594,1.4981510639190674,1.7961218357086182,2.6327857971191406
5,mp-1183086,5.786423683166504,1.7469451427459717,3.8210787773132324,1.768932819366455,15.124744415283203,2.769822359085083,1.3607008457183838,2.4822444915771484,2.5459117889404297
6,mp-862319,1.727074146270752,1.7424323558807373,3.176013469696045,1.211979627609253,0.8136277198791504,4.946159362792969,1.9461071491241455,2.738450288772583,2.6514556407928467
7,mp-862786,2.201747417449951,1.7398781776428223,3.756819248199463,0.7987484931945801,0.9418349266052246,1.8811938762664795,1.848663568496704,1.5957598686218262,2.4148757457733154
8,mp-861883,2.8655855655670166,1.74342679977417,3.4221086502075195,0.8570172786712646,1.2974650859832764,1.7830355167388916,1.8583006858825684,1.7760567665100098,2.3440163135528564
9,mp-867122,0.5422884225845337,1.7337148189544678,3.245692729949951,0.45060813426971436,0.7585092782974243,1.3542451858520508,1.9135558605194092,1.3437304496765137,2.1940176486968994
10,mp-865470,2.350872755050659,1.7404396533966064,3.0693321228027344,1.0033774375915527,0.8334202766418457,2.184124708175659,2.3531291484832764,2.403315782546997,2.427485227584839
11,mp-862683,2.965411901473999,1.7420897483825684,3.8072376251220703,0.5461008548736572,0.8659753799438477,1.7546818256378174,2.35227370262146,1.64839506149292,2.1989951133728027
12,mp-1183054,0.2714141607284546,1.7384388446807861,3.5540213584899902,0.40216565132141113,0.7466553449630737,2.0695648193359375,2.081644058227539,1.3373448848724365,1.9112651348114014
13,mp-867241,9.535606384277344,1.7420825958251953,5.782245635986328,3.646906852722168,51.69175338745117,5.164200782775879,2.147780418395996,2.0355405807495117,2.3968112468719482
14,mp-861872,7.221179962158203,1.7473680973052979,3.964193344116211,1.6910598278045654,6.297633647918701,2.6699306964874268,1.4217867851257324,1.9912488460540771,2.329754114151001
15,mp-1183377,10.352726936340332,1.7475743293762207,4.658080101013184,1.4437766075134277,1.105633020401001,4.2819037437438965,3.0541181564331055,2.7576730251312256,1.9151575565338135
16,mp-865951,3.3096566200256348,1.743065595626831,2.741668701171875,1.2362995147705078,1.7463154792785645,3.9559974670410156,1.9445140361785889,1.9376132488250732,2.2453396320343018
17,mp-866107,15.317743301391602,1.7456169128417969,5.038630485534668,2.7580320835113525,48.18830490112305,5.057060241699219,2.160104513168335,2.2919325828552246,2.3181140422821045
18,mp-1183093,9.208087921142578,1.7444453239440918,3.3213539123535156,2.412306547164917,1.8493115901947021,2.0597994327545166,1.741685390472412,1.7331480979919434,2.2095019817352295
19,mp-1183074,5.561383247375488,1.74058198928833,4.27388334274292,1.3561341762542725,1.939659833908081,4.609496593475342,2.308440685272217,2.3222200870513916,2.317019462585449
20,mp-1183078,1.4924821853637695,1.729048252105713,2.9677913188934326,1.102358341217041,1.6276252269744873,2.3434650897979736,1.7902719974517822,2.2674193382263184,2.552670955657959
21,mp-866103,6.587677955627441,1.7389414310455322,3.2772674560546875,1.8316609859466553,1.7262580394744873,5.1893534660339355,2.3105485439300537,3.5701489448547363,2.5248754024505615
