val_Total_Loss,val_mape,epoch,step,train_Total_Loss,train_mape
0.7335121035575867,5.451740741729736,0,9,,
,,0,9,0.7587140202522278,4.773751735687256
0.6133880019187927,1.8133444786071777,1,19,,
,,1,19,0.53376704454422,3.214970588684082
0.6960464119911194,3.5013267993927,2,29,,
,,2,29,0.3508680760860443,0.761245846748352
0.5759210586547852,0.7215444445610046,3,39,,
,,3,39,0.33499380946159363,2.090061902999878
0.5694696307182312,1.3511472940444946,4,49,,
,,4,49,0.3966469466686249,0.6509060263633728
0.4606614410877228,1.0090945959091187,5,59,,
,,5,59,0.2989749312400818,0.6048267483711243
0.5022485852241516,1.2157169580459595,6,69,,
,,6,69,0.25091657042503357,0.5539295077323914
0.44043686985969543,0.8771368265151978,7,79,,
,,7,79,0.23671503365039825,0.5914459228515625
0.4786095917224884,0.905683696269989,8,89,,
,,8,89,0.1880635917186737,0.35448941588401794
0.4952274560928345,0.9146136045455933,9,99,,
,,9,99,0.17589978873729706,0.9591143727302551
0.5058150291442871,1.1653971672058105,10,109,,
,,10,109,0.22368863224983215,0.6767138242721558
0.4668481647968292,0.7459198832511902,11,119,,
,,11,119,0.1882835328578949,0.5805481672286987
0.43445727229118347,0.9041987061500549,12,129,,
,,12,129,0.1552380472421646,0.30186551809310913
0.4413731098175049,0.6505333185195923,13,139,,
,,13,139,0.13909876346588135,0.36438214778900146
0.45900124311447144,1.0966863632202148,14,149,,
,,14,149,0.11805767565965652,0.21374687552452087
0.4656919240951538,0.6352484822273254,15,159,,
,,15,159,0.1554088592529297,0.459888219833374
0.44190090894699097,0.9781126976013184,16,169,,
,,16,169,0.17022745311260223,0.40025439858436584
0.5002220869064331,0.6784620881080627,17,179,,
,,17,179,0.13665735721588135,0.28342416882514954
0.4717986583709717,0.9165223836898804,18,189,,
,,18,189,0.14148250222206116,0.9639216065406799
0.46487927436828613,0.7313125133514404,19,199,,
,,19,199,0.13129471242427826,0.34124162793159485
0.4337804317474365,0.6621384620666504,20,209,,
,,20,209,0.11246351152658463,0.22507219016551971
0.4406241774559021,0.8305149078369141,21,219,,
,,21,219,0.10643170028924942,0.2243330329656601
0.4615275263786316,0.7054101824760437,22,229,,
,,22,229,0.13105006515979767,0.26660987734794617
0.47433942556381226,0.7816569209098816,23,239,,
,,23,239,0.09873830527067184,0.20981600880622864
0.4721757471561432,0.7925798892974854,24,249,,
,,24,249,0.09830397367477417,0.18042334914207458
0.4259999394416809,0.6505605578422546,25,259,,
,,25,259,0.10127240419387817,0.22284075617790222
0.4216029644012451,0.6551007628440857,26,269,,
,,26,269,0.1128956526517868,5.7430806159973145
0.44011014699935913,0.8295579552650452,27,279,,
,,27,279,0.09060294181108475,0.21729476749897003
0.4431489109992981,0.7615706324577332,28,289,,
,,28,289,0.11334870755672455,0.21854792535305023
0.44741806387901306,0.7539625763893127,29,299,,
,,29,299,0.10927150398492813,0.2572469413280487
0.44125527143478394,0.8851999044418335,30,309,,
,,30,309,0.10033520311117172,0.199934184551239
0.45967885851860046,0.7349455952644348,31,319,,
,,31,319,0.10582949966192245,0.4523908197879791
0.43163928389549255,0.7744041085243225,32,329,,
,,32,329,0.10325198620557785,0.22446079552173615
0.462780237197876,0.7639473676681519,33,339,,
,,33,339,0.11017577350139618,0.22438116371631622
0.42242884635925293,0.7426488995552063,34,349,,
,,34,349,0.13434350490570068,0.33491551876068115
0.46583718061447144,0.7543249726295471,35,359,,
,,35,359,0.10257072746753693,0.20324477553367615
0.4687875807285309,0.6939645409584045,36,369,,
,,36,369,0.0944725051522255,0.22504332661628723
0.46893399953842163,1.0862423181533813,37,379,,
,,37,379,0.12235316634178162,0.20168611407279968
0.4515093266963959,0.6612409949302673,38,389,,
,,38,389,0.14790081977844238,0.39114388823509216
0.44642573595046997,0.7820543050765991,39,399,,
,,39,399,0.13304169476032257,0.29581913352012634
0.45986586809158325,0.7084428071975708,40,409,,
,,40,409,0.0924031212925911,0.17560558021068573
0.43197301030158997,0.6895259022712708,41,419,,
,,41,419,0.10635469108819962,0.22849141061306
0.43996408581733704,0.644360363483429,42,429,,
,,42,429,0.13556872308254242,0.24317269027233124
0.4548901915550232,0.7151569724082947,43,439,,
,,43,439,0.08475281298160553,0.18247564136981964
0.4480474889278412,0.6966617107391357,44,449,,
,,44,449,0.08744681626558304,0.16057607531547546
0.43937036395072937,0.7382507920265198,45,459,,
,,45,459,0.0817580372095108,0.1547619104385376
0.47666484117507935,0.684049129486084,46,469,,
,,46,469,0.08296164870262146,0.16529588401317596
0.4327070713043213,0.6582338213920593,47,479,,
,,47,479,0.09622365236282349,0.20326969027519226
0.42734527587890625,0.6151669025421143,48,489,,
,,48,489,0.08296499401330948,2.8781545162200928
0.42488598823547363,0.6455201506614685,49,499,,
,,49,499,0.09137600660324097,0.21350860595703125
