val_Total_Loss,val_mape,epoch,step,train_Total_Loss,train_mape
0.6664265990257263,2.133429765701294,0,9,,
,,0,9,0.8061240911483765,4.502586364746094
0.8322939872741699,1.3840317726135254,1,19,,
,,1,19,0.5422266721725464,2.4104490280151367
0.6834601759910583,1.1751853227615356,2,29,,
,,2,29,0.369990736246109,1.4237565994262695
0.55955570936203,0.8338552713394165,3,39,,
,,3,39,0.3100825548171997,0.851548433303833
0.5945820808410645,0.7391813397407532,4,49,,
,,4,49,0.2814124822616577,0.5809868574142456
0.5839739441871643,0.5812800526618958,5,59,,
,,5,59,0.2623724043369293,0.8789777159690857
0.4143647253513336,0.7686334848403931,6,69,,
,,6,69,0.22093509137630463,0.39064621925354004
0.6180701851844788,0.7250555157661438,7,79,,
,,7,79,0.26507529616355896,0.8251031637191772
0.4823203980922699,0.7158951163291931,8,89,,
,,8,89,0.23458881676197052,0.4764096736907959
0.5801054239273071,0.6513190269470215,9,99,,
,,9,99,0.21101798117160797,0.4560476541519165
0.4402519464492798,0.6040830612182617,10,109,,
,,10,109,0.17826206982135773,13.117188453674316
0.41390368342399597,0.7242903113365173,11,119,,
,,11,119,0.19629451632499695,0.501985490322113
0.60104900598526,0.632977306842804,12,129,,
,,12,129,0.18754811584949493,0.4172329604625702
0.5434911251068115,0.8289545178413391,13,139,,
,,13,139,0.168442502617836,0.5061659812927246
0.5644298791885376,0.6991783976554871,14,149,,
,,14,149,0.16646747291088104,0.3535078465938568
0.5405569076538086,0.6412806510925293,15,159,,
,,15,159,0.11808817088603973,0.23077081143856049
0.4935098886489868,0.8437196612358093,16,169,,
,,16,169,0.12442588806152344,0.3566505014896393
0.5099912285804749,0.6569774150848389,17,179,,
,,17,179,0.14155621826648712,0.2875269949436188
0.4595138132572174,0.6643009781837463,18,189,,
,,18,189,0.141715869307518,0.3031628131866455
0.4589691162109375,0.624163031578064,19,199,,
,,19,199,0.13268794119358063,0.30654916167259216
0.44586843252182007,0.6062000393867493,20,209,,
,,20,209,0.12039512395858765,0.247324138879776
0.4933253824710846,0.6453837752342224,21,219,,
,,21,219,0.08246248215436935,0.1602133959531784
0.4432257115840912,0.6009736061096191,22,229,,
,,22,229,0.09413784742355347,0.18942414224147797
0.4000535011291504,0.593413233757019,23,239,,
,,23,239,0.09381766617298126,0.17740225791931152
0.4873388111591339,0.6261467933654785,24,249,,
,,24,249,0.11471531540155411,0.23908929526805878
0.4586431682109833,0.6014806032180786,25,259,,
,,25,259,0.09894651919603348,0.21292881667613983
0.42259252071380615,0.6326413154602051,26,269,,
,,26,269,0.09622111171483994,0.1912219077348709
0.4275258779525757,0.6692214608192444,27,279,,
,,27,279,0.10141996294260025,0.22650372982025146
0.4745759963989258,0.6142301559448242,28,289,,
,,28,289,0.11210638284683228,0.27633965015411377
0.4034039378166199,0.5541657209396362,29,299,,
,,29,299,0.11272311210632324,0.20028498768806458
0.5015072822570801,0.5860776901245117,30,309,,
,,30,309,0.13458959758281708,0.32171431183815
0.3940088152885437,0.5707715153694153,31,319,,
,,31,319,0.14115595817565918,0.22687409818172455
0.5069547891616821,0.6113079190254211,32,329,,
,,32,329,0.10558000206947327,0.23662428557872772
0.3986862599849701,0.5780345797538757,33,339,,
,,33,339,0.11344809085130692,0.2170621156692505
0.4575260579586029,0.5830616354942322,34,349,,
,,34,349,0.10077188163995743,0.19459082186222076
0.5220416188240051,0.5832507014274597,35,359,,
,,35,359,0.10613220930099487,0.21943216025829315
0.42637914419174194,0.6350826025009155,36,369,,
,,36,369,0.12595850229263306,0.2111169397830963
0.4817953109741211,0.5835099220275879,37,379,,
,,37,379,0.116646908223629,0.29683664441108704
0.42096638679504395,0.5877342224121094,38,389,,
,,38,389,0.08893705159425735,0.1928383857011795
0.436006635427475,0.5869336128234863,39,399,,
,,39,399,0.11619998514652252,0.22789789736270905
0.44833096861839294,0.5582573413848877,40,409,,
,,40,409,0.08746180683374405,0.2143452763557434
0.42943161725997925,0.5419116616249084,41,419,,
,,41,419,0.08382697403430939,0.1809403896331787
0.40626683831214905,0.6443018913269043,42,429,,
,,42,429,0.07464268058538437,0.14472122490406036
0.4829982817173004,0.5769049525260925,43,439,,
,,43,439,0.1218762919306755,0.2960176169872284
0.36323508620262146,0.5748906135559082,44,449,,
,,44,449,0.07869801670312881,0.14695781469345093
0.45630285143852234,0.5813575983047485,45,459,,
,,45,459,0.1377648413181305,0.3144347667694092
0.4178154766559601,0.6141979098320007,46,469,,
,,46,469,0.10997197777032852,0.20887380838394165
0.5013575553894043,0.6007497906684875,47,479,,
,,47,479,0.08408572524785995,0.1940092146396637
0.43188565969467163,0.5462365746498108,48,489,,
,,48,489,0.08683373779058456,0.16649901866912842
0.45723679661750793,0.5379010438919067,49,499,,
,,49,499,0.08269382268190384,0.16457176208496094
