val_Total_Loss,val_mape,epoch,step,train_Total_Loss,train_mape
,,67,679,0.10482712090015411,0.18926726281642914
0.3933451473712921,0.5339964628219604,68,689,,
,,68,689,0.11562083661556244,0.258655309677124
0.4175760746002197,0.9347891807556152,69,699,,
,,69,699,0.09723307192325592,0.17648930847644806
0.40823110938072205,0.5352795124053955,70,709,,
,,70,709,0.09687589108943939,0.21155089139938354
0.41318386793136597,0.8660081624984741,71,719,,
,,71,719,0.07849006354808807,0.16802801191806793
0.4016580283641815,0.6153388023376465,72,729,,
,,72,729,0.08080647140741348,0.2003232091665268
0.3861556053161621,0.5543198585510254,73,739,,
,,73,739,0.0848015770316124,0.16927240788936615
0.38759464025497437,0.6175510883331299,74,749,,
,,74,749,0.0711258053779602,0.16324341297149658
0.4025009274482727,0.653427004814148,75,759,,
,,75,759,0.06644318997859955,0.12833908200263977
0.4067979156970978,0.6963386535644531,76,769,,
,,76,769,0.09415245056152344,0.20614850521087646
0.3941425681114197,0.6440783143043518,77,779,,
,,77,779,0.06833022832870483,0.1394721120595932
0.42152315378189087,0.6352550387382507,78,789,,
,,78,789,0.07022647559642792,0.13814739882946014
0.38404446840286255,0.6297203898429871,79,799,,
,,79,799,0.08340642601251602,0.1611659973859787
0.37606072425842285,0.4570421874523163,80,809,,
,,80,809,0.07602936774492264,0.1449516862630844
0.38465484976768494,0.5505099296569824,81,819,,
,,81,819,0.0971503034234047,0.19504733383655548
0.3979213535785675,0.6708931922912598,82,829,,
,,82,829,0.08681469410657883,0.17162509262561798
0.38756826519966125,0.6754050850868225,83,839,,
,,83,839,0.08333728462457657,0.16059593856334686
0.44026726484298706,0.588302493095398,84,849,,
,,84,849,0.10664675384759903,0.24944420158863068
0.4126468598842621,0.8196113109588623,85,859,,
,,85,859,0.09982521831989288,0.18884901702404022
